TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,Shipping,State
33.0,2025-05-04,1169.0,2074.0,403.0,3.0,0.0,52.68,IL
34.0,2025-05-04,1141.0,2067.0,403.0,3.0,872.85,19.16,MO
35.0,2025-05-04,1190.0,2070.0,403.0,2.0,54.69,86.77,AR
36.0,2025-05-04,1179.0,2058.0,403.0,2.0,1066.8,19.68,NE
37.0,2025-05-04,1064.0,2029.0,401.0,1.0,12.16,36.56,OK
38.0,2025-05-04,1080.0,2015.0,402.0,1.0,3037.36,86.57,NE
39.0,2025-05-04,1055.0,2094.0,404.0,2.0,1578.72,42.85,IL
40.0,2025-05-04,1185.0,2075.0,403.0,0.0,0.0,94.23,KS
41.0,2025-05-04,9999.0,2037.0,402.0,2.0,288.11,37.84,AR
42.0,2025-05-04,1045.0,2038.0,401.0,1.0,1667.72,54.39,CO
43.0,2025-05-04,1070.0,2005.0,401.0,2.0,686.05,64.2,KS
44.0,2025-05-04,1178.0,2016.0,404.0,0.0,0.0,44.94,OK
45.0,2025-05-04,1003.0,2073.0,403.0,3.0,1498.29,45.84,MN
46.0,2025-05-04,1122.0,2056.0,403.0,1.0,944.5,74.92,KS
47.0,2025-05-04,1013.0,2032.0,404.0,0.0,2836.8,81.62,XX
48.0,2025-05-04,1016.0,2051.0,404.0,0.0,117.32,41.48,OK
49.0,2025-05-04,1147.0,2080.0,401.0,1.0,0.0,49.13,CO
50.0,2025-05-04,1038.0,2072.0,403.0,0.0,840.6,95.25,TX
51.0,2025-05-04,1063.0,2015.0,404.0,1.0,1214.95,50.09,IL
52.0,2025-05-04,1198.0,2066.0,404.0,3.0,516.06,27.28,AR
53.0,2025-05-04,1113.0,2038.0,404.0,2.0,2223.62,43.72,CO
54.0,2025-05-04,1145.0,2079.0,401.0,0.0,1901.08,52.68,OK
55.0,2025-05-04,1195.0,2026.0,402.0,2.0,507.74,56.88,MN
56.0,2025-05-04,1169.0,2010.0,402.0,1.0,140.11,73.8,TX
57.0,2025-05-04,1044.0,2070.0,401.0,1.0,0.0,45.72,TX
58.0,2025-05-04,1000.0,2052.0,404.0,3.0,2193.78,95.36,OK
59.0,2025-05-04,1074.0,2004.0,402.0,2.0,741.8,79.22,MO
60.0,2025-05-04,1180.0,2036.0,404.0,0.0,217.98,95.04,TX
61.0,2025-05-04,1175.0,2029.0,403.0,1.0,36.48,96.65,KS
62.0,2025-05-04,1108.0,2014.0,402.0,1.0,221.67,61.25,NE
63.0,2025-05-04,1068.0,2018.0,401.0,0.0,2169.04,37.98,OK
64.0,2025-05-04,1042.0,2039.0,403.0,3.0,2929.32,51.57,OK
65.0,2025-05-04,1031.0,2059.0,403.0,3.0,0.0,30.66,CO
66.0,2025-05-04,1069.0,2064.0,404.0,3.0,1470.2,31.5,TX
68.0,2025-05-04,1188.0,2041.0,403.0,0.0,1608.42,13.13,OK
69.0,2025-05-04,1023.0,2029.0,401.0,2.0,0.0,26.05,NE
70.0,2025-05-04,1147.0,2005.0,402.0,3.0,0.0,71.77,IL
71.0,2025-05-04,1132.0,2083.0,404.0,2.0,614.53,23.2,TX
72.0,2025-05-04,1046.0,2074.0,404.0,3.0,659.5,39.28,K S
73.0,2025-05-04,1023.0,2060.0,403.0,3.0,1225.14,51.63,MO
74.0,2025-05-04,1085.0,2041.0,401.0,1.0,1447.58,83.1,OK
75.0,2025-05-04,1084.0,2052.0,404.0,2.0,2925.04,28.58,CO
76.0,2025-05-04,1169.0,2051.0,401.0,3.0,117.32,86.72,OK
77.0,2025-05-04,1022.0,2040.0,403.0,2.0,55.26,12.71,NE
79.0,2025-05-04,1168.0,2069.0,404.0,3.0,232.39,26.36,IA
80.0,2025-05-04,1013.0,2024.0,403.0,3.0,372.81,32.42,KS
81.0,2025-05-04,1160.0,2056.0,401.0,1.0,472.25,52.68,AR
82.0,2025-05-04,1068.0,2070.0,402.0,2.0,109.38,68.87,IL
83.0,2025-05-04,1112.0,2089.0,404.0,0.0,2067.6,46.41,TX
84.0,2025-05-04,1007.0,2080.0,402.0,1.0,1498.07,52.07,OK
85.0,2025-05-04,1079.0,2070.0,401.0,3.0,34.18,53.89,MO
86.0,2025-05-04,1023.0,2028.0,401.0,3.0,2551.76,77.2,NE
87.0,2025-05-04,1030.0,2082.0,402.0,3.0,799.8,80.93,IA
88.0,2025-05-04,1183.0,2037.0,403.0,3.0,2160.84,66.53,IA
89.0,2025-05-04,1123.0,2060.0,402.0,3.0,2450.28,57.37,OK
90.0,2025-05-04,1141.0,2018.0,404.0,1.0,2440.17,93.75,CO
91.0,2025-05-04,1153.0,2065.0,402.0,0.0,470.34,47.42,TX
92.0,2025-05-04,1070.0,2098.0,404.0,2.0,0.0,59.32,NE
93.0,2025-05-04,1129.0,2034.0,401.0,2.0,108.94,80.28,IA
94.0,2025-05-04,1185.0,2038.0,404.0,1.0,1667.72,91.49,MO
95.0,2025-05-04,1114.0,2068.0,404.0,2.0,656.19,42.76,KS
96.0,2025-05-04,1085.0,2070.0,404.0,3.0,0.0,87.88,MO
97.0,2025-05-04,1082.0,2024.0,402.0,3.0,372.81,65.21,KS
98.0,2025-05-04,1059.0,2099.0,404.0,0.0,1292.64,32.87,AR
99.0,2025-05-04,1081.0,2095.0,404.0,3.0,490.79,41.34,NE
100.0,2025-05-04,1098.0,2084.0,402.0,3.0,0.0,49.2,IL
101.0,2025-05-04,1009.0,2016.0,403.0,0.0,969.06,48.4,IL
102.0,2025-05-04,1112.0,2012.0,404.0,0.0,1869.57,33.05,OK
103.0,2025-05-04,1184.0,2018.0,404.0,1.0,488.03,90.78,NE
104.0,2025-05-04,1019.0,2060.0,403.0,2.0,0.0,84.64,KS
105.0,2025-05-04,1159.0,2088.0,404.0,0.0,0.0,17.48,IL
106.0,2025-05-04,1084.0,2086.0,404.0,2.0,2861.12,30.89,IA
107.0,2025-05-04,1160.0,2091.0,404.0,0.0,905.79,18.37,NE
108.0,2025-05-04,1158.0,2008.0,402.0,2.0,159.82,48.2,IL
109.0,2025-05-04,1058.0,2095.0,401.0,3.0,2453.95,58.33,MN
110.0,2025-05-04,1025.0,2097.0,401.0,3.0,842.1,94.89,IL
111.0,2025-05-04,1042.0,2088.0,403.0,0.0,709.35,94.87,OK
112.0,2025-05-04,1011.0,2041.0,401.0,2.0,0.0,31.58,AR
113.0,2025-05-04,1091.0,2047.0,404.0,1.0,0.0,39.07,OK
114.0,2025-05-04,1062.0,2067.0,404.0,1.0,0.0,9.8,AR
115.0,2025-05-04,1043.0,2022.0,401.0,3.0,2684.72,87.62,AR
116.0,2025-05-04,1158.0,2087.0,402.0,3.0,477.96,80.86,KS
117.0,2025-05-04,1149.0,2018.0,402.0,3.0,1626.78,9.98,OK
118.0,2025-05-04,1163.0,2032.0,404.0,2.0,756.48,94.81,MO
119.0,2025-05-04,1170.0,2001.0,404.0,2.0,659.76,85.49,OK
120.0,2025-05-04,1173.0,2069.0,402.0,0.0,464.78,31.13,MN
121.0,2025-05-04,1113.0,2044.0,403.0,3.0,0.0,15.87,CO
122.0,2025-05-04,1176.0,2032.0,404.0,2.0,756.48,34.69,AR
123.0,2025-05-04,1050.0,2049.0,404.0,0.0,2819.52,14.17,AR
124.0,2025-05-04,1060.0,2048.0,403.0,2.0,1144.42,94.41,OK
125.0,2025-05-04,1179.0,2037.0,401.0,3.0,1440.56,67.39,NE
126.0,2025-05-04,1070.0,2001.0,401.0,3.0,0.0,58.29,MN
127.0,2025-05-04,1073.0,2099.0,402.0,2.0,0.0,71.76,IL
128.0,2025-05-04,1056.0,2081.0,402.0,2.0,0.0,7.91,CO
129.0,2025-05-04,1173.0,2096.0,402.0,0.0,672.18,13.07,MO
130.0,2025-05-04,1160.0,2082.0,401.0,2.0,426.56,44.35,NE
131.0,2025-05-04,1112.0,2004.0,403.0,1.0,1669.05,9.31,OK
132.0,2025-05-04,1023.0,2037.0,403.0,3.0,2160.84,16.4,TX
133.0,2025-05-04,1044.0,2025.0,402.0,2.0,223.7,11.85,MO
134.0,2025-05-04,1135.0,2064.0,403.0,1.0,793.91,15.94,MO
135.0,2025-05-04,1065.0,2061.0,403.0,2.0,639.74,15.06,OK
136.0,2025-05-04,1029.0,2059.0,401.0,1.0,921.69,65.16,CO
137.0,2025-05-04,1193.0,2028.0,404.0,2.0,1531.06,18.91,NE
138.0,2025-05-04,1023.0,2050.0,401.0,2.0,298.85,58.55,MN
139.0,2025-05-04,1137.0,2015.0,404.0,2.0,539.98,19.34,KS
140.0,2025-05-04,1172.0,2095.0,403.0,3.0,2453.95,8.57,AR
141.0,2025-05-04,1163.0,2047.0,401.0,1.0,301.48,80.22,MO
142.0,2025-05-04,1120.0,2003.0,403.0,1.0,1039.99,14.83,AR
143.0,2025-05-04,1165.0,2008.0,404.0,2.0,53.27,99.14,CO
144.0,2025-05-04,1166.0,2052.0,401.0,1.0,658.13,64.93,AR
146.0,2025-05-04,1029.0,2012.0,402.0,1.0,0.0,72.34,KS
147.0,2025-05-04,1099.0,2058.0,403.0,3.0,666.75,70.11,CO
148.0,2025-05-04,1150.0,2095.0,402.0,3.0,490.79,95.36,AR
149.0,2025-05-04,1167.0,2012.0,404.0,3.0,0.0,56.28,MO
150.0,2025-05-04,1071.0,2004.0,403.0,1.0,834.52,64.35,IA
151.0,2025-05-04,1113.0,2056.0,402.0,2.0,839.55,79.46,NE
152.0,2025-05-04,1025.0,2087.0,403.0,2.0,0.0,46.86,IL
153.0,2025-05-04,1015.0,2050.0,403.0,1.0,504.31,65.91,AR
154.0,2025-05-04,1031.0,2058.0,401.0,1.0,2400.3,91.0,IA
155.0,2025-05-04,1164.0,2081.0,401.0,0.0,2984.88,42.66,AR
156.0,2025-05-04,1085.0,2031.0,402.0,1.0,508.77,84.72,AR
157.0,2025-05-04,1017.0,2097.0,402.0,1.0,757.89,5.5,XX
158.0,2025-05-04,1059.0,2042.0,402.0,0.0,0.0,16.58,NE
159.0,2025-05-04,1070.0,2018.0,402.0,2.0,0.0,52.68,MN
160.0,2025-05-04,1044.0,2014.0,401.0,1.0,886.68,13.13,AR
161.0,2025-05-04,1003.0,2045.0,402.0,2.0,499.42,98.2,IL
162.0,2025-05-04,1004.0,2022.0,403.0,0.0,671.18,76.88,K S
163.0,2025-05-04,1032.0,2094.0,404.0,0.0,493.35,22.32,IA
164.0,2025-05-04,1190.0,2008.0,404.0,3.0,266.36,8.98,IL
165.0,2025-05-04,1199.0,2046.0,401.0,3.0,167.15,79.18,AR
166.0,2025-05-04,1128.0,2028.0,401.0,2.0,2041.41,52.14,TX
167.0,2025-05-04,1117.0,2082.0,401.0,0.0,799.8,56.82,AR
168.0,2025-05-04,1122.0,2051.0,404.0,0.0,234.64,47.48,AR
169.0,2025-05-04,1125.0,2091.0,404.0,0.0,1811.58,69.54,MO
170.0,2025-05-04,1020.0,2041.0,402.0,0.0,0.0,78.96,AR
172.0,2025-05-04,1152.0,2067.0,403.0,3.0,872.85,41.76,CO
173.0,2025-05-04,1129.0,2077.0,404.0,0.0,2809.15,24.02,IA
174.0,2025-05-04,1179.0,2014.0,402.0,3.0,738.9,35.36,AR
175.0,2025-05-04,1115.0,2029.0,404.0,2.0,0.0,80.4,CO
176.0,2025-05-04,1116.0,2051.0,404.0,0.0,351.96,49.4,CO
178.0,2025-05-04,1095.0,2019.0,404.0,0.0,933.93,79.12,MN
179.0,2025-05-04,1023.0,2010.0,401.0,3.0,0.0,20.64,AR
181.0,2025-05-04,1142.0,2007.0,403.0,0.0,583.39,64.33,MN
182.0,2025-05-04,1105.0,2045.0,404.0,0.0,624.28,25.03,MN
183.0,2025-05-04,1073.0,2076.0,403.0,2.0,1934.57,81.7,OK
184.0,2025-05-04,1026.0,2073.0,402.0,1.0,1797.95,34.7,AR
185.0,2025-05-04,1168.0,2061.0,402.0,0.0,599.76,49.31,IL
186.0,2025-05-04,1089.0,2071.0,403.0,0.0,0.0,90.72,AR
187.0,2025-05-04,1195.0,2035.0,402.0,3.0,0.0,7.2,OK
188.0,2025-05-04,1143.0,2098.0,401.0,2.0,2178.86,67.15,TX
189.0,2025-05-04,1007.0,2023.0,403.0,2.0,751.63,9.3,MO
190.0,2025-05-04,1086.0,2044.0,401.0,1.0,373.64,98.96,MN
191.0,2025-05-04,1036.0,2072.0,404.0,0.0,1260.9,23.91,CO
192.0,2025-05-04,1036.0,2094.0,401.0,0.0,2466.75,89.85,IA
193.0,2025-05-04,1191.0,2067.0,402.0,3.0,872.85,83.69,CO
194.0,2025-05-04,1107.0,2058.0,403.0,1.0,1800.22,80.69,MO
195.0,2025-05-04,1094.0,2039.0,403.0,0.0,1952.88,64.76,MN
196.0,2025-05-04,1013.0,2019.0,402.0,0.0,0.0,46.9,OK
197.0,2025-05-04,1172.0,2010.0,403.0,3.0,0.0,10.92,IA
198.0,2025-05-04,1169.0,2054.0,404.0,3.0,900.51,37.52,AR
199.0,2025-05-04,1106.0,2034.0,402.0,0.0,136.17,31.51,IL
200.0,2025-05-04,1088.0,2055.0,401.0,2.0,129.46,58.25,IL
201.0,2025-05-04,1173.0,2086.0,404.0,2.0,715.28,18.92,MO
202.0,2025-05-04,1011.0,2028.0,404.0,0.0,0.0,30.76,CO
203.0,2025-05-04,1001.0,2026.0,403.0,1.0,190.4,65.6,MO
204.0,2025-05-04,1196.0,2017.0,403.0,2.0,370.96,20.0,TX
205.0,2025-05-04,1083.0,2015.0,401.0,3.0,0.0,59.54,CO
206.0,2025-05-04,1191.0,2055.0,402.0,1.0,48.55,52.68,TX
207.0,2025-05-04,1097.0,2068.0,402.0,2.0,1312.38,15.19,AR
208.0,2025-05-04,1018.0,2050.0,401.0,3.0,0.0,23.32,KS
209.0,2025-05-04,1004.0,2058.0,401.0,2.0,1066.8,33.03,NE
210.0,2025-05-04,1147.0,2054.0,404.0,3.0,2701.53,22.55,IA
211.0,2025-05-04,1074.0,2014.0,404.0,0.0,738.9,60.33,??
212.0,2025-05-04,1083.0,2021.0,404.0,2.0,668.33,92.7,IL
213.0,2025-05-04,1022.0,2055.0,401.0,1.0,97.09,48.22,MN
214.0,2025-05-04,1111.0,2075.0,404.0,0.0,1561.28,69.63,MN
215.0,2025-05-04,1101.0,2039.0,403.0,1.0,2636.39,57.03,CO
216.0,2025-05-04,1085.0,2099.0,402.0,0.0,646.32,51.44,CO
217.0,2025-05-04,1130.0,2081.0,401.0,1.0,1343.2,34.28,MO
218.0,2025-05-04,1198.0,2044.0,403.0,1.0,186.82,11.06,MO
219.0,2025-05-04,1060.0,2013.0,402.0,2.0,0.0,78.05,OK
220.0,2025-05-04,1050.0,2022.0,402.0,0.0,671.18,67.09,AR
221.0,2025-05-04,1045.0,2098.0,404.0,3.0,907.86,97.96,TX
222.0,2025-05-04,1193.0,2072.0,404.0,2.0,1681.2,94.05,??
223.0,2025-05-04,1160.0,2040.0,402.0,3.0,138.16,68.84,MO
224.0,2025-05-04,1017.0,2060.0,404.0,2.0,0.0,99.38,NE
225.0,2025-05-04,1070.0,2075.0,401.0,2.0,624.51,18.61,CO
226.0,2025-05-04,1129.0,2009.0,403.0,3.0,198.93,45.58,MO
227.0,2025-05-04,1115.0,2004.0,401.0,2.0,2225.4,40.76,CO
228.0,2025-05-04,1073.0,2009.0,401.0,3.0,66.31,44.57,CO
229.0,2025-05-04,1118.0,2074.0,401.0,3.0,659.5,73.84,NE
230.0,2025-05-04,1146.0,2083.0,402.0,2.0,614.53,81.44,MN
231.0,2025-05-04,1154.0,2060.0,402.0,0.0,408.38,52.68,KS
232.0,2025-05-04,1115.0,2013.0,403.0,0.0,2806.08,35.55,IL
233.0,2025-05-04,1129.0,2082.0,402.0,0.0,1066.4,98.23,TX
234.0,2025-05-04,1063.0,2090.0,404.0,3.0,71.64,75.42,MO
235.0,2025-05-04,1134.0,2066.0,402.0,2.0,1238.54,84.17,TX
236.0,2025-05-04,1095.0,2036.0,404.0,3.0,653.94,48.78,AR
237.0,2025-05-04,1198.0,2043.0,401.0,2.0,1397.52,8.21,KS
238.0,2025-05-04,1016.0,2042.0,401.0,3.0,0.0,5.87,CO
239.0,2025-05-04,1072.0,2032.0,402.0,2.0,1512.96,52.68,CO
240.0,2025-05-04,1020.0,2074.0,402.0,2.0,527.6,45.9,IA
241.0,2025-05-04,1079.0,2083.0,404.0,1.0,691.34,42.71,AR
242.0,2025-05-04,1152.0,2090.0,401.0,2.0,57.31,86.53,MO
243.0,2025-05-04,1143.0,2048.0,403.0,1.0,0.0,52.49,OK
244.0,2025-05-04,1171.0,2089.0,401.0,3.0,1654.08,70.77,MN
246.0,2025-05-04,1079.0,2023.0,402.0,2.0,3006.53,58.84,OK
247.0,2025-05-04,1196.0,2062.0,402.0,1.0,1114.85,97.56,MO
248.0,2025-05-04,1035.0,2019.0,401.0,2.0,0.0,36.01,IL
249.0,2025-05-04,1025.0,2064.0,401.0,2.0,705.7,41.11,MN
250.0,2025-05-04,1196.0,2079.0,402.0,3.0,2851.62,42.01,AR
251.0,2025-05-04,1039.0,2020.0,402.0,1.0,338.25,47.64,CO
252.0,2025-05-04,1184.0,2056.0,401.0,3.0,1574.16,6.17,OK
254.0,2025-05-04,1156.0,2036.0,404.0,1.0,392.36,39.31,NE
255.0,2025-05-04,1136.0,2030.0,403.0,3.0,509.91,84.95,OK
256.0,2025-05-04,1049.0,2047.0,404.0,3.0,1674.9,35.46,NE
257.0,2025-05-04,1196.0,2036.0,404.0,3.0,0.0,28.03,OK
258.0,2025-05-04,1041.0,2025.0,402.0,2.0,671.09,77.92,MO
259.0,2025-05-04,1013.0,2082.0,404.0,2.0,1066.4,80.59,OK
260.0,2025-05-04,1141.0,2013.0,401.0,2.0,748.29,47.66,MN
261.0,2025-05-04,1021.0,2097.0,402.0,2.0,673.68,71.66,CO
262.0,2025-05-04,1115.0,2065.0,402.0,3.0,1881.36,0.0,OK
263.0,2025-05-04,1023.0,2028.0,404.0,2.0,510.35,58.01,MN
264.0,2025-05-04,1006.0,2053.0,401.0,3.0,610.15,0.0,IL
265.0,2025-05-04,1128.0,2047.0,402.0,3.0,1004.94,50.88,TX
266.0,2025-05-04,1020.0,2047.0,402.0,0.0,669.96,7.15,AR
267.0,2025-05-04,1081.0,2012.0,403.0,1.0,1682.61,96.05,NE
268.0,2025-05-04,1035.0,2004.0,403.0,3.0,927.25,47.71,OK
269.0,2025-05-04,1178.0,2017.0,404.0,3.0,1854.8,87.84,IA
270.0,2025-05-04,1157.0,2000.0,401.0,0.0,1938.62,41.92,OK
271.0,2025-05-04,1065.0,2027.0,402.0,3.0,775.83,63.38,KS
273.0,2025-05-04,1077.0,2015.0,401.0,1.0,1822.42,51.52,IA
274.0,2025-05-04,1107.0,2081.0,404.0,0.0,2238.66,41.47,CO
275.0,2025-05-04,1028.0,2063.0,401.0,1.0,994.43,7.93,NE
276.0,2025-05-04,1183.0,2018.0,403.0,3.0,2711.3,57.22,KS
277.0,2025-05-04,1000.0,2078.0,403.0,1.0,0.0,25.76,OK
278.0,2025-05-04,1146.0,2053.0,402.0,0.0,1220.3,82.59,TX
279.0,2025-05-04,1134.0,2046.0,401.0,0.0,33.43,62.97,OK
280.0,2025-05-04,1099.0,2060.0,401.0,3.0,1633.52,21.0,IL
281.0,2025-05-04,1095.0,2032.0,401.0,2.0,1512.96,79.64,MO
282.0,2025-05-04,1017.0,2044.0,402.0,0.0,207.58,77.34,OK
283.0,2025-05-04,1197.0,2074.0,403.0,1.0,593.55,13.84,CO
284.0,2025-05-04,1011.0,2045.0,403.0,1.0,842.78,85.48,KS
285.0,2025-05-04,1199.0,2087.0,404.0,3.0,159.32,45.82,NE
286.0,2025-05-04,1161.0,2023.0,402.0,0.0,939.54,89.94,??
287.0,2025-05-04,1183.0,2099.0,404.0,0.0,1292.64,52.68,NE
288.0,2025-05-04,1075.0,2025.0,401.0,1.0,0.0,39.24,KS
289.0,2025-05-04,1010.0,2040.0,403.0,3.0,138.16,67.27,TX
290.0,2025-05-04,1139.0,2060.0,403.0,0.0,1225.14,16.46,OK
291.0,2025-05-04,1192.0,2082.0,402.0,2.0,213.28,33.43,OK
292.0,2025-05-04,1091.0,2099.0,401.0,2.0,1034.11,0.0,IA
293.0,2025-05-04,1069.0,2015.0,403.0,3.0,2699.88,13.24,KS
294.0,2025-05-04,1102.0,2095.0,404.0,3.0,1472.37,66.24,NE
296.0,2025-05-04,1094.0,2066.0,403.0,0.0,1032.12,41.66,NE
297.0,2025-05-04,1186.0,2054.0,401.0,3.0,0.0,59.0,AR
298.0,2025-05-04,1154.0,2023.0,403.0,2.0,751.63,29.91,MO
299.0,2025-05-04,1026.0,2010.0,403.0,2.0,62.27,43.22,CO
300.0,2025-05-04,1078.0,2057.0,404.0,1.0,393.28,36.04,MN
301.0,2025-05-04,1176.0,2056.0,403.0,3.0,524.72,10.5,KS
302.0,2025-05-04,1010.0,2093.0,403.0,3.0,0.0,6.2,IA
303.0,2025-05-04,1070.0,2081.0,401.0,0.0,1492.44,17.06,IL
304.0,2025-05-04,1171.0,2081.0,404.0,2.0,596.98,97.63,KS
305.0,2025-05-04,1131.0,2095.0,402.0,0.0,1472.37,89.96,KS
306.0,2025-05-04,1036.0,2077.0,404.0,0.0,1123.66,93.46,MO
307.0,2025-05-04,1032.0,2008.0,402.0,2.0,106.54,30.77,KS
308.0,2025-05-04,1092.0,2049.0,401.0,1.0,0.0,11.55,TX
309.0,2025-05-04,1173.0,2057.0,403.0,2.0,349.58,79.53,MN
310.0,2025-05-04,1113.0,2097.0,401.0,1.0,757.89,80.62,TX
311.0,2025-05-04,1135.0,2046.0,404.0,2.0,80.23,77.1,OK
312.0,2025-05-04,1166.0,2035.0,402.0,0.0,899.99,99.71,IL
313.0,2025-05-04,1006.0,2094.0,402.0,3.0,1480.05,60.17,CO
314.0,2025-05-04,1132.0,2049.0,401.0,2.0,1503.74,29.79,AR
315.0,2025-05-04,1198.0,2033.0,404.0,1.0,2257.88,17.93,MN
316.0,2025-05-04,1156.0,2036.0,404.0,1.0,784.73,47.93,TX
317.0,2025-05-04,1031.0,2017.0,401.0,3.0,0.0,86.37,IA
318.0,2025-05-04,1044.0,2091.0,404.0,0.0,1811.58,7.95,OK
319.0,2025-05-04,1174.0,2040.0,403.0,0.0,34.54,10.86,NE
320.0,2025-05-04,1140.0,2069.0,403.0,2.0,557.74,82.21,MO
321.0,2025-05-04,1040.0,2091.0,402.0,2.0,724.63,16.64,TX
322.0,2025-05-04,1130.0,2028.0,401.0,1.0,574.15,21.42,NE
323.0,2025-05-04,1035.0,2030.0,404.0,0.0,339.94,28.35,IL
324.0,2025-05-04,1092.0,2070.0,403.0,3.0,102.54,80.73,NE
325.0,2025-05-04,1141.0,2016.0,401.0,0.0,0.0,51.04,MN
326.0,2025-05-04,1079.0,2050.0,404.0,3.0,186.78,10.57,TX
327.0,2025-05-04,1196.0,2052.0,401.0,1.0,2632.54,92.14,MO
328.0,2025-05-04,1081.0,2082.0,401.0,3.0,1066.4,61.29,AR
329.0,2025-05-04,1119.0,2087.0,403.0,1.0,0.0,98.86,TX
330.0,2025-05-04,1199.0,2070.0,402.0,1.0,30.76,36.51,MN
331.0,2025-05-04,1110.0,2064.0,401.0,0.0,0.0,52.68,IA
332.0,2025-05-04,1132.0,2019.0,403.0,1.0,1681.07,14.6,IL
333.0,2025-05-04,1041.0,2041.0,402.0,2.0,643.37,97.03,MN
334.0,2025-05-04,1132.0,2036.0,401.0,2.0,348.77,5.17,MN
335.0,2025-05-04,1050.0,2081.0,403.0,1.0,2686.39,92.5,MN
336.0,2025-05-04,1160.0,2038.0,401.0,1.0,0.0,20.95,KS
337.0,2025-05-04,1151.0,2074.0,402.0,1.0,1187.1,29.38,KS
338.0,2025-05-04,1168.0,2079.0,403.0,0.0,1901.08,38.37,OK
339.0,2025-05-04,1007.0,2010.0,401.0,2.0,62.27,85.35,MO
340.0,2025-05-04,1166.0,2026.0,404.0,0.0,0.0,90.32,KS
341.0,2025-05-04,1127.0,2080.0,403.0,2.0,1997.42,46.25,MO
342.0,2025-05-04,1123.0,2031.0,404.0,2.0,1356.72,31.74,NE
343.0,2025-05-04,1116.0,2009.0,401.0,1.0,119.36,67.89,MN
344.0,2025-05-04,1112.0,2053.0,404.0,3.0,0.0,79.56,TX
345.0,2025-05-04,1052.0,2043.0,402.0,2.0,698.76,47.35,IL
346.0,2025-05-04,1183.0,2040.0,403.0,3.0,103.62,68.47,CO
348.0,2025-05-04,1081.0,2030.0,404.0,0.0,339.94,54.1,MN
349.0,2025-05-04,1068.0,2057.0,402.0,1.0,1179.85,16.99,OK
350.0,2025-05-04,1024.0,2006.0,403.0,3.0,594.0,81.7,KS
351.0,2025-05-04,1157.0,2053.0,402.0,1.0,1098.27,60.82,OK
352.0,2025-05-04,1083.0,2073.0,403.0,1.0,2247.44,79.06,IL
353.0,2025-05-04,1195.0,2020.0,404.0,3.0,1879.15,21.36,OK
354.0,2025-05-04,1127.0,2039.0,404.0,0.0,1952.88,36.49,TX
355.0,2025-05-04,1023.0,2050.0,404.0,1.0,0.0,33.79,IL
356.0,2025-05-04,1055.0,2074.0,403.0,0.0,1978.5,78.53,AR
357.0,2025-05-04,1012.0,2036.0,404.0,3.0,653.94,77.15,AR
358.0,2025-05-04,1073.0,2068.0,401.0,0.0,2460.72,88.54,MO
359.0,2025-05-04,1110.0,2017.0,403.0,2.0,370.96,31.03,TX
360.0,2025-05-04,1195.0,2051.0,403.0,0.0,117.32,61.43,IA
