TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,Shipping,State
157,5/4/2025,1017,2097,402,1,757.89,5.5,XX
158,5/4/2025,1059,2042,402,0,0,16.58,NE
159,5/4/2025,1070,2018,402,2,0,"1,200",MN
160,5/4/2025,1044,2014,401,1,886.68,13.13,AR
161,5/4/2025,1003,2045,402,2,499.42,98.2,IL
162,5/4/2025,1004,2022,403,0,671.18,76.88,K S
163,5/4/2025,1032,2094,404,0,493.35,22.32,IA
164,5/4/2025,1190,2008,404,3,266.36,8.98,IL
165,5/4/2025,1199,2046,401,3,167.15,79.18,AR
166,5/4/2025,1128,2028,401,2,2041.41,52.14,TX
167,5/4/2025,1117,2082,401,0,799.8,56.82,AR
168,5/4/2025,1122,2051,404,0,234.64,47.48,AR
169,5/4/2025,1125,2091,404,0,1811.58,69.54,MO
170,5/4/2025,1020,2041,402,0,0,78.96,AR
171,5/4/2025,1032,2035,403,3,4499.95,12.3,IA
172,5/4/2025,1152,2067,403,3,872.85,41.76,CO
173,5/4/2025,1129,2077,404,0,2809.15,24.02,IA
174,5/4/2025,1179,2014,402,3,738.9,35.36,AR
175,5/4/2025,1115,2029,404,2,0,80.4,CO
176,5/4/2025,1116,2051,404,0,351.96,49.4,CO
177,5/4/2025,1080,2054,403,2,3602.04,43.9,MN
178,5/4/2025,1095,2019,404,0,933.93,79.12,MN
179,5/4/2025,1023,2010,401,3,0,20.64,AR
180,5/4/2025,1024,2095,403,1,3533.69,57.33,IA
181,5/4/2025,1142,2007,403,0,583.39,64.33,MN
182,5/4/2025,1105,2045,404,0,624.28,25.03,MN
183,5/4/2025,1073,2076,403,2,1934.57,81.7,OK
184,5/4/2025,1026,2073,402,1,1797.95,34.7,AR
185,5/4/2025,1168,2061,402,0,599.76,49.31,IL
186,5/4/2025,1089,2071,403,0,0,90.72,AR
187,5/4/2025,1195,2035,402,3,0,7.2,OK
188,5/4/2025,1143,2098,401,2,2178.86,67.15,TX
189,5/4/2025,1007,2023,403,2,751.63,9.3,MO
190,5/4/2025,1086,2044,401,1,373.64,98.96,MN
191,5/4/2025,1036,2072,404,0,1260.9,23.91,CO
192,5/4/2025,1036,2094,401,0,2466.75,89.85,IA
193,5/4/2025,1191,2067,402,3,872.85,83.69,CO
194,5/4/2025,1107,2058,403,1,1800.22,80.69,MO
195,5/4/2025,1094,2039,403,0,1952.88,64.76,MN
196,5/4/2025,1013,2019,402,0,0,46.9,OK
197,5/4/2025,1172,2010,403,3,0,10.92,IA
198,5/4/2025,1169,2054,404,3,900.51,37.52,AR
199,5/4/2025,1106,2034,402,0,136.17,31.51,IL
200,5/4/2025,1088,2055,401,2,129.46,58.25,IL
201,5/4/2025,1173,2086,404,2,715.28,18.92,MO
202,5/4/2025,1011,2028,404,0,0,30.76,CO
203,5/4/2025,1001,2026,403,1,190.4,65.6,MO
204,5/4/2025,1196,2017,403,2,370.96,20,TX
205,5/4/2025,1083,2015,401,3,0,59.54,CO
206,5/4/2025,1191,2055,402,1,48.55,20 usd,TX
207,5/4/2025,1097,2068,402,2,1312.38,15.19,AR
208,5/4/2025,1018,2050,401,3,0,23.32,KS
209,5/4/2025,1004,2058,401,2,1066.8,33.03,NE
210,5/4/2025,1147,2054,404,3,2701.53,22.55,IA
211,5/4/2025,1074,2014,404,0,738.9,60.33,??
212,5/4/2025,1083,2021,404,2,668.33,92.7,IL
213,5/4/2025,1022,2055,401,1,97.09,48.22,MN
214,5/4/2025,1111,2075,404,0,1561.28,69.63,MN
215,5/4/2025,1101,2039,403,1,2636.39,57.03,CO
216,5/4/2025,1085,2099,402,0,646.32,51.44,CO
217,5/4/2025,1130,2081,401,1,1343.2,34.28,MO
218,5/4/2025,1198,2044,403,1,186.82,11.06,MO
219,5/4/2025,1060,2013,402,2,0,78.05,OK
220,5/4/2025,1050,2022,402,0,671.18,67.09,AR
221,5/4/2025,1045,2098,404,3,907.86,97.96,TX
222,5/4/2025,1193,2072,404,2,1681.2,94.05,??
223,5/4/2025,1160,2040,402,3,138.16,68.84,MO
224,5/4/2025,1017,2060,404,2,0,99.38,NE
225,5/4/2025,1070,2075,401,2,624.51,18.61,CO
226,5/4/2025,1129,2009,403,3,198.93,45.58,MO 
227,5/4/2025,1115,2004,401,2,2225.4,40.76,CO
228,5/4/2025,1073,2009,401,3,66.31,44.57,CO
229,5/4/2025,1118,2074,401,3,659.5,73.84,NE
230,5/4/2025,1146,2083,402,2,614.53,81.44,MN
231,5/4/2025,1154,2060,402,0,408.38,NaN,KS
232,5/4/2025,1115,2013,403,0,2806.08,35.55,IL
233,5/4/2025,1129,2082,402,0,1066.4,98.23,TX
234,5/4/2025,1063,2090,404,3,71.64,75.42,MO
235,5/4/2025,1134,2066,402,2,1238.54,84.17,TX
236,5/4/2025,1095,2036,404,3,653.94,48.78,AR
237,5/4/2025,1198,2043,401,2,1397.52,8.21,KS
238,5/4/2025,1016,2042,401,3,0,5.87,CO
239,5/4/2025,1072,2032,402,2,1512.96,"1,200",CO
240,5/4/2025,1020,2074,402,2,527.6,45.9,IA
241,5/4/2025,1079,2083,404,1,691.34,42.71,AR
242,5/4/2025,1152,2090,401,2,57.31,86.53,MO
243,5/4/2025,1143,2048,403,1,0,52.49,OK
244,5/4/2025,1171,2089,401,3,1654.08,70.77,MN
245,5/4/2025,1130,2046,401,2,106.98,-10,MO
246,5/4/2025,1079,2023,402,2,3006.53,58.84,OK
247,5/4/2025,1196,2062,402,1,1114.85,97.56,MO
248,5/4/2025,1035,2019,401,2,0,36.01,IL
249,5/4/2025,1025,2064,401,2,705.7,41.11,MN
250,5/4/2025,1196,2079,402,3,2851.62,42.01,AR
251,5/4/2025,1039,2020,402,1,338.25,47.64,CO
252,5/4/2025,1184,2056,401,3,1574.16,6.17,OK
253,5/4/2025,1093,2086,402,3,3576.4,41.17,IA
254,5/4/2025,1156,2036,404,1,392.36,39.31,NE
255,5/4/2025,1136,2030,403,3,509.91,84.95,OK
256,5/4/2025,1049,2047,404,3,1674.9,35.46,NE
257,5/4/2025,1196,2036,404,3,0,28.03,OK
258,5/4/2025,1041,2025,402,2,671.09,77.92,MO
259,5/4/2025,1013,2082,404,2,1066.4,80.59,OK
260,5/4/2025,1141,2013,401,2,748.29,47.66,MN
261,5/4/2025,1021,2097,402,2,673.68,71.66,CO
262,5/4/2025,1115,2065,402,3,1881.36,0,OK
263,5/4/2025,1023,2028,404,2,510.35,58.01,MN
264,5/4/2025,1006,2053,401,3,610.15,free,IL
265,5/4/2025,1128,2047,402,3,1004.94,50.88,TX
266,5/4/2025,1020,2047,402,0,669.96,7.15,AR
267,5/4/2025,1081,2012,403,1,1682.61,96.05,NE
268,5/4/2025,1035,2004,403,3,927.25,47.71,OK
269,5/4/2025,1178,2017,404,3,1854.8,87.84,IA
270,5/4/2025,1157,2000,401,0,1938.62,41.92,OK
271,5/4/2025,1065,2027,402,3,775.83,63.38,KS
272,5/4/2025,1028,2099,403,1,3490.13,61.66,MN
273,5/4/2025,1077,2015,401,1,1822.42,51.52,IA
274,5/4/2025,1107,2081,404,0,2238.66,41.47,CO
275,5/4/2025,1028,2063,401,1,994.43,7.93,NE
276,5/4/2025,1183,2018,403,3,2711.3,57.22,KS
277,5/4/2025,1000,2078,403,1,0,25.76,OK
278,5/4/2025,1146,2053,402,0,1220.3,82.59,TX
279,5/4/2025,1134,2046,401,0,33.43,62.97,OK
280,5/4/2025,1099,2060,401,3,1633.52,21,IL
281,5/4/2025,1095,2032,401,2,1512.96,79.64,MO
282,5/4/2025,1017,2044,402,0,207.58,77.34,OK
283,5/4/2025,1197,2074,403,1,593.55,13.84,CO
284,5/4/2025,1011,2045,403,1,842.78,85.48,KS
285,5/4/2025,1199,2087,404,3,159.32,45.82,NE
286,5/4/2025,1161,2023,402,0,939.54,89.94,??
287,5/4/2025,1183,2099,404,0,1292.64,20 usd,NE
288,5/4/2025,1075,2025,401,1,0,39.24,KS
289,5/4/2025,1010,2040,403,3,138.16,67.27,tx
290,5/4/2025,1139,2060,403,0,1225.14,16.46,OK
291,5/4/2025,1192,2082,402,2,213.28,33.43,OK
292,5/4/2025,1091,2099,401,2,1034.11,0,IA
293,5/4/2025,1069,2015,403,3,2699.88,13.24,KS
294,5/4/2025,1102,2095,404,3,1472.37,66.24,NE
295,5/4/2025,1086,2023,404,3,3758.16,33.66,CO
296,5/4/2025,1094,2066,403,0,1032.12,41.66,NE
297,5/4/2025,1186,2054,401,3,0,59,AR
298,5/4/2025,1154,2023,403,2,751.63,29.91,MO
299,5/4/2025,1026,2010,403,2,62.27,43.22,CO
300,5/4/2025,1078,2057,404,1,393.28,36.04,MN
301,5/4/2025,1176,2056,403,3,524.72,10.5,KS
302,5/4/2025,1010,2093,403,3,0,6.2,IA
303,5/4/2025,1070,2081,401,0,1492.44,17.06,IL
304,5/4/2025,1171,2081,404,2,596.98,97.63,KS
305,5/4/2025,1131,2095,402,0,1472.37,89.96,KS
306,5/4/2025,1036,2077,404,0,1123.66,93.46,MO
307,5/4/2025,1032,2008,402,2,106.54,30.77,KS
308,5/4/2025,1092,2049,401,1,0,11.55,TX
309,5/4/2025,1173,2057,403,2,349.58,79.53,MN
310,5/4/2025,1113,2097,401,1,757.89,80.62,tx
311,5/4/2025,1135,2046,404,2,80.23,77.1,OK
312,5/4/2025,1166,2035,402,0,899.99,99.71,IL
313,5/4/2025,1006,2094,402,3,1480.05,60.17,CO
314,5/4/2025,1132,2049,401,2,1503.74,29.79,AR
315,5/4/2025,1198,2033,404,1,2257.88,17.93,MN
316,5/4/2025,1156,2036,404,1,784.73,47.93,TX
317,5/4/2025,1031,2017,401,3,0,86.37,IA
318,5/4/2025,1044,2091,404,0,1811.58,7.95,OK
319,5/4/2025,1174,2040,403,0,34.54,10.86,NE
320,5/4/2025,1140,2069,403,2,557.74,82.21,MO
321,5/4/2025,1040,2091,402,2,724.63,16.64,TX
322,5/4/2025,1130,2028,401,1,574.15,21.42,NE
323,5/4/2025,1035,2030,404,0,339.94,28.35,IL
324,5/4/2025,1092,2070,403,3,102.54,80.73,NE
325,5/4/2025,1141,2016,401,0,0,51.04,MN
326,5/4/2025,1079,2050,404,3,186.78,10.57,TX
327,5/4/2025,1196,2052,401,1,2632.54,92.14,MO
328,5/4/2025,1081,2082,401,3,1066.4,61.29,AR
329,5/4/2025,1119,2087,403,1,0,98.86,TX
330,5/4/2025,1199,2070,402,1,30.76,36.51,MN
331,5/4/2025,1110,2064,401,0,0,"1,200",IA
332,5/4/2025,1132,2019,403,1,1681.07,14.6,IL
333,5/4/2025,1041,2041,402,2,643.37,97.03,MN
334,5/4/2025,1132,2036,401,2,348.77,5.17,MN
335,5/4/2025,1050,2081,403,1,2686.39,92.5,MN
336,5/4/2025,1160,2038,401,1,0,20.95,KS
337,5/4/2025,1151,2074,402,1,1187.1,29.38,KS
338,5/4/2025,1168,2079,403,0,1901.08,38.37,OK
339,5/4/2025,1007,2010,401,2,62.27,85.35,MO 
340,5/4/2025,1166,2026,404,0,0,90.32,KS
341,5/4/2025,1127,2080,403,2,1997.42,46.25,MO
342,5/4/2025,1123,2031,404,2,1356.72,31.74,NE
343,5/4/2025,1116,2009,401,1,119.36,67.89,MN
344,5/4/2025,1112,2053,404,3,0,79.56,TX
345,5/4/2025,1052,2043,402,2,698.76,47.35,IL
346,5/4/2025,1183,2040,403,3,103.62,68.47,CO
347,5/4/2025,1033,2097,403,0,4210.5,70.27,TX
348,5/4/2025,1081,2030,404,0,339.94,54.1,MN
349,5/4/2025,1068,2057,402,1,1179.85,16.99,OK
350,5/4/2025,1024,2006,403,3,594,81.7,KS
351,5/4/2025,1157,2053,402,1,1098.27,60.82,OK
352,5/4/2025,1083,2073,403,1,2247.44,79.06,IL
353,5/4/2025,1195,2020,404,3,1879.15,21.36,OK
354,5/4/2025,1127,2039,404,0,1952.88,36.49,tx
355,5/4/2025,1023,2050,404,1,0,33.79,IL
356,5/4/2025,1055,2074,403,0,1978.5,78.53,AR
357,5/4/2025,1012,2036,404,3,653.94,77.15,AR
358,5/4/2025,1073,2068,401,0,2460.72,88.54,MO
359,5/4/2025,1110,2017,403,2,370.96,31.03,TX
360,5/4/2025,1195,2051,403,0,117.32,61.43,IA
361,5/4/2025,1102,2006,402,2,792,13.59,MO
362,5/4/2025,1141,2036,401,3,871.92,43.9,MO
363,5/4/2025,1129,2057,403,0,1747.92,26.26,MN
364,5/4/2025,1032,2012,404,2,997.1,28.94,TX
365,5/4/2025,1086,2071,403,1,553.64,96.82,AR
366,5/4/2025,1050,2077,404,0,561.83,35.89,IL
367,5/4/2025,1011,2004,402,2,0,81.52,MN
368,5/4/2025,1121,2066,404,1,0,33.08,OK
369,5/4/2025,1155,2065,402,2,1128.82,70.2,TX
370,5/4/2025,1156,2040,402,3,138.16,14.27,IA
371,5/4/2025,1157,2094,403,2,1578.72,26.22,IL
372,5/4/2025,1129,2065,404,2,752.54,65.27,MN
373,5/4/2025,1121,2002,403,2,2771.2,10.14,IA
374,5/4/2025,1172,2014,404,2,197.04,22.13,KS
375,5/4/2025,1185,2088,401,3,2128.05,77.31,IA
376,5/4/2025,1067,2083,402,0,0,50.35,XX
377,5/4/2025,1149,2061,402,3,1199.52,free,NE
378,5/4/2025,1037,2087,402,0,318.64,9.34,IL
379,5/4/2025,1146,2089,401,1,744.34,51.57,NE
380,5/4/2025,1004,2056,403,3,2098.88,98.56,NE
381,5/4/2025,1038,2052,402,3,2193.78,29.3,CO
382,5/4/2025,1128,2099,404,0,3877.92,47.21,KS
383,5/4/2025,1180,2017,402,2,741.92,67.94,IL
384,5/4/2025,1169,2061,404,2,319.87,52.29,MN
385,5/4/2025,1044,2058,403,2,1066.8,91.48,TX
386,5/4/2025,1173,2098,403,3,3631.44,13.56,CO
387,5/4/2025,1049,2031,403,2,1356.72,9.76,IA
388,5/4/2025,1057,2038,403,1,2501.58,9.36,IA
389,5/4/2025,1176,2090,404,2,343.87,37.56,KS
390,5/4/2025,1122,2044,403,2,166.06,20.84,IA
391,5/4/2025,1031,2073,404,3,1498.29,46.63,MN
392,5/4/2025,1088,2098,402,2,726.29,51.37,OK
393,5/4/2025,1010,2036,401,2,348.77,54.86,MN
394,5/4/2025,1113,2083,403,3,3072.64,46.12,NE
395,5/4/2025,1054,2025,403,2,671.09,6.11,IA
396,5/4/2025,1035,2013,402,1,1683.65,9.78,NE
397,5/4/2025,1012,2085,402,1,217.94,52.35,AR
398,5/4/2025,1013,2012,404,2,1994.21,free,MN
399,5/4/2025,1183,2060,401,1,367.54,83.4,NE
400,5/4/2025,1001,2070,402,3,102.54,14.26,MO 
401,5/4/2025,1167,2060,404,1,735.08,51.78,OK
402,5/4/2025,1193,2036,403,2,348.77,73.09,KS
403,5/4/2025,1165,2007,401,1,0,95.84,IA
404,5/4/2025,1136,2094,401,1,1776.06,79.2,IA
405,5/4/2025,1106,2022,401,3,671.18,88.73,OK
406,5/4/2025,1126,2023,403,0,0,17.67,OK
407,5/4/2025,1002,2038,401,2,1482.42,57.59,NE
408,5/4/2025,1072,2058,404,1,1200.15,96.04,CO
409,5/4/2025,1129,2059,403,1,1382.54,72.46,CO
410,5/4/2025,1028,2042,402,3,502.83,68.67,NE
411,5/4/2025,1165,2032,402,0,0,76.59,MO
412,5/4/2025,1188,2043,403,1,1572.21,27.57,IL
413,5/4/2025,1044,2078,404,3,426.03,10.11,IL
414,5/4/2025,1131,2041,401,3,3216.84,76.74,CO
415,5/4/2025,1171,2012,402,1,1121.74,21.51,CO
416,5/4/2025,1122,2041,402,0,1608.42,20 usd,MO 
417,5/4/2025,1066,2049,402,3,0,39.02,AR
418,5/4/2025,1192,2034,403,2,326.81,38.19,NE
419,5/4/2025,1149,2092,401,2,1157.3,76.45,MO
420,5/4/2025,1167,2046,402,0,133.72,35.49,KS
421,5/4/2025,1170,2015,404,2,0,47.33,MO
422,5/4/2025,1040,2051,403,0,469.28,55.65,KS
423,5/4/2025,1163,2037,403,1,0,97.74,OK
424,5/4/2025,1056,2017,404,1,834.66,10.16,IL
425,5/4/2025,1116,2095,403,3,490.79,42,KS
426,5/4/2025,1179,2070,404,1,61.52,93.16,KS
427,5/4/2025,1195,2031,401,3,1695.9,7.93,IA
428,5/4/2025,1135,2090,403,0,0,96.71,AR
429,5/4/2025,1144,2014,401,1,443.34,42.44,CO
430,5/4/2025,1146,2068,402,1,2952.86,53.69,IA
431,5/4/2025,1083,2066,404,0,516.06,76.35,CO
432,5/4/2025,1174,2026,404,0,423.12,36.43,IA
433,5/4/2025,1130,2057,401,3,1747.92,67.65,MN
434,5/4/2025,1033,2065,404,3,0,72.66,OK
435,5/4/2025,1144,2007,404,2,933.42,51.26,KS
436,5/4/2025,1185,2002,404,2,692.8,89.2,KS
437,5/4/2025,1000,2095,402,0,0,25.21,MO
438,5/4/2025,1011,2054,403,0,900.51,61.01,IL
439,5/4/2025,1138,2007,401,3,2333.56,96.58,MN
440,5/4/2025,1008,2036,404,1,196.18,18.89,TX
441,5/4/2025,1196,2017,404,2,741.92,54.2,AR
442,5/4/2025,1097,2057,404,3,436.98,14.81,CO
443,5/4/2025,1020,2087,402,2,637.28,60.83,KS
444,5/4/2025,1030,2022,404,1,604.06,50.8,XX
445,5/4/2025,1186,2028,401,0,2551.76,62.19,KS
446,5/4/2025,1076,2059,404,3,1536.15,66.49,
447,5/4/2025,1058,2031,404,2,0,20.8,IA
448,5/4/2025,1039,2035,402,0,899.99,94.99,NE
449,5/4/2025,1008,2084,404,0,845.55,82.94,IA
450,5/4/2025,1061,2026,401,0,423.12,40.93,IA
451,5/4/2025,1152,2004,404,0,2781.75,90.65,K S
452,5/4/2025,1062,2094,401,3,1973.4,90.21,OK
453,5/4/2025,1112,2029,402,0,13.51,41.22,MN
454,5/4/2025,1035,2064,403,1,0,91.46,KS
455,5/4/2025,1187,2073,403,2,399.54,16.19,MO
456,5/4/2025,1060,2038,402,1,3335.44,29.82,CO
457,5/4/2025,1105,2038,403,0,1853.02,21.98,CO
458,5/4/2025,1142,2075,402,3,3903.2,67.63,NE
459,5/4/2025,1142,2063,401,2,1325.9,71.22,MO
460,5/4/2025,1164,2085,404,2,387.44,29.99,AR
461,5/4/2025,1178,2053,404,1,1647.4,94.84,IA
462,5/4/2025,1076,2048,402,3,1072.89,53.5,NE
463,5/4/2025,1061,2028,403,1,1148.29,42.95,OK
